Community,Size,Avg_Topic_Score,Density,Internal_Edges,External_Edges,Conductance,Degree_Centralization,Betweenness_Centralization
0,8,1.936358550972308,0.7142857142857143,20,10,0.3333333333333333,0.44897959183673475,0.039682539682539666
1,3,5.747327983892238,1.0,3,10,0.7692307692307693,0.0,0.0
