Generated_Name,DocumentID,Type,Year,Title,Submitted By,Category,Topic 0 Score,Topic 1 Score,Topic 2 Score,Topic 3 Score,Topic 4 Score,Topic 5 Score,Topic 6 Score,Topic 7 Score,Topic 8 Score,Topic 9 Score,Topic 10 Score,Topic 11 Score,Topic 12 Score,Topic 13 Score,Topic 14 Score,Topic 15 Score,Topic 16 Score,Topic 17 Score,Topic 18 Score,Topic 19 Score
ATCM45_ip010_rev1_e.docx,9.0,ip,2023,The Scientific Committee on Antarctic Research Annual Report 2023 to the XLV Antarctic Treaty Consultative Meeting,SCAR,Cooperation with other organization,0.0189522555654262,0.029965448013797,0.0001196172271315,0.0001196172272912,0.0862592818881609,0.000119617227887,0.0434302536698778,0.0001196172273936,0.1418343554322681,0.0001196172267283,0.011136148180095,0.0364679954507121,0.0001196172265649,0.0001196172266279,0.0001196172264256,0.0001196172272807,0.630518855069383,0.0001196172282971,0.0001196172312661,0.000119617227385
ATCM45_ip010_rev1_e.docx,9.0,ip,2023,The Scientific Committee on Antarctic Research Annual Report 2023 to the XLV Antarctic Treaty Consultative Meeting,SCAR,Operation of antarctic treaty system: Reports,0.0189522555654262,0.029965448013797,0.0001196172271315,0.0001196172272912,0.0862592818881609,0.000119617227887,0.0434302536698778,0.0001196172273936,0.1418343554322681,0.0001196172267283,0.011136148180095,0.0364679954507121,0.0001196172265649,0.0001196172266279,0.0001196172264256,0.0001196172272807,0.630518855069383,0.0001196172282971,0.0001196172312661,0.000119617227385
ATCM45_ip011_e.docx,10.0,ip,2023,"Workshop “The future of Antarctic tourism: towards a strategic vision and policy program”, 8-10 March 2023, Paris - Chair’s report
","France, Netherlands",Tourism and NG activities,3.382949993378624e-05,0.0305749255024558,0.0264994516031346,0.0282806178730219,3.38294998188066e-05,3.382950030230222e-05,0.006933759158958,3.3829500234852595e-05,3.3829499954070016e-05,3.382949990100747e-05,0.1759090451413138,3.382950002193783e-05,0.0302756768464603,3.382949993515486e-05,3.382949980288997e-05,0.0866101564041787,0.023891213720481,0.0803507314865182,0.5103361272636004,3.382949997218865e-05
ATCM45_ip012_e.docx,11.0,ip,2023,Update on Canada’s Engagement in the Antarctic,Canada,Operation of the antarctic treaty system: General,0.000116550119895,0.0662915180939131,0.0739710526981285,0.0001165501183093,0.1822911323098929,0.0001165501196618,0.2321599292741833,0.0001165501192455,0.1377994321821997,0.0001165501193293,0.0001165501194835,0.0001165501189712,0.0001165501191457,0.000116550119295,0.0001165501186035,0.0001165501200715,0.2611481645799235,0.0001165501195364,0.0204078205502478,0.0245323488799627
ATCM45_ip012_e.docx,11.0,ip,2023,Update on Canada’s Engagement in the Antarctic,Canada,Science issues,0.000116550119895,0.0662915180939131,0.0739710526981285,0.0001165501183093,0.1822911323098929,0.0001165501196618,0.2321599292741833,0.0001165501192455,0.1377994321821997,0.0001165501193293,0.0001165501194835,0.0001165501189712,0.0001165501191457,0.000116550119295,0.0001165501186035,0.0001165501200715,0.2611481645799235,0.0001165501195364,0.0204078205502478,0.0245323488799627
ATCM45_ip013_e.docx,12.0,ip,2023,Report of the Depositary Government for the Agreement on the Conservation of Albatrosses and Petrels (ACAP),Australia,Operation of antarctic treaty system: Reports,0.8994374255531216,0.0016666666994497,0.0016666666855397,0.0016666666752513,0.0016666666779977,0.00166666667674,0.0016666666811113,0.0016666666728603,0.0016666666835885,0.0016666666709916,0.0016666666818617,0.0705625742192723,0.0016666666749935,0.0016666666782149,0.0016666666886165,0.0016666666737571,0.0016666666808355,0.0016666666766664,0.0016666666788799,0.0016666666702495
ATCM45_ip014_e.docx,13.0,ip,2023,Report of the Depositary Government for the Convention on the Conservation of Antarctic Marine Living Resources (CCAMLR),Australia,Operation of antarctic treaty system: Reports,0.6063697034645467,0.3494549707526036,0.0010869565279412,0.0010869565290281,0.0010869565244925,0.001086956523911,0.0010869565234792,0.0010869565246687,0.0010869565321411,0.0010869565264494,0.0010869565276309,0.0256970648270446,0.001086956525111,0.0010869565294446,0.0010869565307143,0.0010869565252439,0.0010869565274253,0.0010869565272369,0.001086956526199,0.0010869565246875
ATCM45_ip015_e.docx,14.0,ip,2023,"Report by the International Hydrographic Organization (IHO)
",IHO,Climate change,0.0536511035412193,0.0001831501881625,0.04263963061152,0.0001831501853468,0.0001831501876036,0.000183150187502,0.4342735635356727,0.0001831501871533,0.0889332276788047,0.0483497562356567,0.1447837834037223,0.0412807610366376,0.0001831501862451,0.0755910251757528,0.0001831501872037,0.0001831501881675,0.0581886743764536,0.010476972532292,0.0001831501881411,0.0001831501867418
ATCM45_ip015_e.docx,14.0,ip,2023,"Report by the International Hydrographic Organization (IHO)
",IHO,Operation of antarctic treaty system: Reports,0.0536511035412193,0.0001831501881625,0.04263963061152,0.0001831501853468,0.0001831501876036,0.000183150187502,0.4342735635356727,0.0001831501871533,0.0889332276788047,0.0483497562356567,0.1447837834037223,0.0412807610366376,0.0001831501862451,0.0755910251757528,0.0001831501872037,0.0001831501881675,0.0581886743764536,0.010476972532292,0.0001831501881411,0.0001831501867418
ATCM45_ip015_e.docx,14.0,ip,2023,"Report by the International Hydrographic Organization (IHO)
",IHO,Safety and Operations in antarctica,0.0536511035412193,0.0001831501881625,0.04263963061152,0.0001831501853468,0.0001831501876036,0.000183150187502,0.4342735635356727,0.0001831501871533,0.0889332276788047,0.0483497562356567,0.1447837834037223,0.0412807610366376,0.0001831501862451,0.0755910251757528,0.0001831501872037,0.0001831501881675,0.0581886743764536,0.010476972532292,0.0001831501881411,0.0001831501867418
ATCM45_ip016_e.docx,15.0,ip,2023,Annual Report of the World Meteorological Organization (WMO),WMO,Cooperation with other organization,0.0001063829816694,0.0001063829804589,0.0001063829812046,0.0001063829797788,0.288142471834784,0.000106382980468,0.5061169739013036,0.0001063829801893,0.0181792384364737,0.0001063829807036,0.0208176195961521,0.022364083731866,0.0001063829809281,0.056973525959743,0.0001063829798945,0.0001063829817979,0.0860231077902383,0.0001063829803401,0.0001063829811671,0.0001063829808378
ATCM45_ip016_e.docx,15.0,ip,2023,Annual Report of the World Meteorological Organization (WMO),WMO,Operation of antarctic treaty system: Reports,0.0001063829816694,0.0001063829804589,0.0001063829812046,0.0001063829797788,0.288142471834784,0.000106382980468,0.5061169739013036,0.0001063829801893,0.0181792384364737,0.0001063829807036,0.0208176195961521,0.022364083731866,0.0001063829809281,0.056973525959743,0.0001063829798945,0.0001063829817979,0.0860231077902383,0.0001063829803401,0.0001063829811671,0.0001063829808378
ATCM45_ip017_e.docx,16.0,ip,2023,Gender Perspective and Actions in the Antarctic Scientific Expedition of the Chilean Antarctic Institute,Chile,Science issues,0.0002857142916428,0.0002857142913686,0.0002857142916724,0.0002857142916351,0.0002857142911511,0.0836423880625937,0.000285714293107,0.0002857142898234,0.0002857142918614,0.1270396868266221,0.1099279725012361,0.0002857142944802,0.1253618741859808,0.0002857142926186,0.0002857142912025,0.0002857142923775,0.1836381102318983,0.0925651304435922,0.2741105519532615,0.0002857142918739
ATCM45_ip018_e.docx,17.0,ip,2023,Presence of SARS-CoV-2 in waste water in Antarctica and risk assessment.,Chile,Safety and Operations in antarctica,0.0002525252557915,0.00025252525735,0.0002525252573524,0.0002525252572841,0.0002525252577463,0.0002525252561826,0.0002525252574148,0.0002525252583103,0.0002525252580062,0.6038835054756276,0.0002525252576054,0.0002525252570971,0.2066266528033378,0.0002525252611736,0.0002525252590529,0.1322892287666179,0.0531602088301251,0.0002525252607324,0.0002525252565541,0.0002525252566369
ATCM45_ip019_e.docx,18.0,ip,2023,"Intervention on the runway of the ""Teniente Marsh"" airfield of the ""Presidente Frei"" Antarctic Air Base",Chile,Safety and Operations in antarctica,0.0435300181145893,0.0003067484753772,0.1715971280646837,0.0003067484715231,0.000306748471719,0.0003067484722288,0.0003067484724194,0.0003067484719239,0.0003067484722641,0.1183420367111568,0.0003067484705018,0.0003067484692472,0.3146789040953399,0.0003067484744493,0.000306748471735,0.0003067484729635,0.0003067484718592,0.0484639067802482,0.1545717300803576,0.1448285460154121
ATCM45_ip020_e.docx,19.0,ip,2023,"Renewal of the Norwegian Troll Research Station, Dronning Maud Land",Norway,Enviromental protection general,0.0003289473747601,0.0003289473742599,0.000328947375205,0.0003289473817452,0.000328947375902,0.0003289473776649,0.2937921015062419,0.0003289473758426,0.000328947373971,0.0003289473763146,0.0647253870306353,0.0003289473769414,0.4710385112071305,0.0003289473750009,0.0003289473743497,0.12425805097086,0.0412517386469566,0.0003289473748136,0.0003289473745944,0.0003289473768095
ATCM45_ip020_e.docx,19.0,ip,2023,"Renewal of the Norwegian Troll Research Station, Dronning Maud Land",Norway,Safety and Operations in antarctica,0.0003289473747601,0.0003289473742599,0.000328947375205,0.0003289473817452,0.000328947375902,0.0003289473776649,0.2937921015062419,0.0003289473758426,0.000328947373971,0.0003289473763146,0.0647253870306353,0.0003289473769414,0.4710385112071305,0.0003289473750009,0.0003289473743497,0.12425805097086,0.0412517386469566,0.0003289473748136,0.0003289473745944,0.0003289473768095
ATCM45_ip021_rev1_e.docx,20.0,ip,2023,Report on the Deaths of Four U.S. Citizen Tourists in Three Incidents,"United States, Netherlands, Norway, Portugal",Safety and Operations in antarctica,0.1629482508784795,0.0003496503564945,0.0338296892688003,0.0003496503604413,0.0003496503552597,0.0003496503558935,0.1847378947809845,0.0003496503619762,0.0003496503579914,0.0003496503574338,0.0003496503583676,0.000349650358442,0.000349650357698,0.3625228610271804,0.0003496503575347,0.000349650358994,0.0003496503586901,0.1523198684421367,0.0987463305875214,0.0003496503596797
ATCM45_ip022_e.docx,21.0,ip,2023,Contributions to the promotion and awareness of the care of palaeontological heritage in the Antarctic region,Argentina,Area Management and protection plans: General,0.0001798561188567,0.0001798561193106,0.0001798561181674,0.1782819544910225,0.0089485802907723,0.14078974367586,0.0001798561195042,0.0001798561188132,0.0001798561234922,0.0001798561198698,0.0929208189107477,0.1463242130156506,0.0001798561228252,0.0001798561172372,0.000179856118338,0.0001798561196043,0.1324223875202165,0.0001798561210658,0.2979741725382558,0.000179856120389
ATCM45_ip023_rev1_e.docx,22.0,ip,2023,Need for Rapid Detection of Avian Influenza Virus in Antarctic Wildlife,Korea (ROK),Non-native species and quarantine,0.022131970768922,0.0002252252309043,0.060389424428413,0.0002252252324902,0.0002252252286955,0.0002252252301019,0.0002252252315865,0.0002252252302998,0.1107229970373006,0.0002252252304443,0.1106794769407934,0.0002252252317284,0.0002252252374634,0.0898045672224616,0.3727211387092267,0.0709118685116071,0.159935853604281,0.0002252252311995,0.0002252252306891,0.0002252252313908
ATCM45_ip023_rev1_e.docx,22.0,ip,2023,Need for Rapid Detection of Avian Influenza Virus in Antarctic Wildlife,Korea (ROK),Safety and Operations in antarctica,0.022131970768922,0.0002252252309043,0.060389424428413,0.0002252252324902,0.0002252252286955,0.0002252252301019,0.0002252252315865,0.0002252252302998,0.1107229970373006,0.0002252252304443,0.1106794769407934,0.0002252252317284,0.0002252252374634,0.0898045672224616,0.3727211387092267,0.0709118685116071,0.159935853604281,0.0002252252311995,0.0002252252306891,0.0002252252313908
ATCM45_ip024_e.docx,23.0,ip,2023,Scientific and Science-related Cooperation with the Antarctic Community and Responses to COVID-19,Korea (ROK),Science issues,0.0001930501969071,0.0001930501987003,0.0001930501985661,0.0571783467042404,0.1683072422171629,0.0001930501982607,0.0001930501973638,0.0222318091574298,0.0001930501983136,0.0001930501977369,0.0001930501960123,0.0001930501949046,0.2923397225444465,0.0001930501984284,0.0001930501999803,0.0001930501972054,0.4570471264106028,0.000193050198373,0.0001930501971972,0.000193050198167
ATCM45_ip025_e.docx,24.0,ip,2023,Logistical Challenges due to Changing Environmental Conditions: Experiences from the Korean Antarctic Program 2022-23,Korea (ROK),Climate change,0.0002109704685624,0.000210970466895,0.0655856391285926,0.0002109704676727,0.3582756834636501,0.0002109704669006,0.000210970468261,0.0002109704680975,0.0002109704677918,0.0002109704685027,0.0002109704672594,0.0002109704674942,0.319627300528612,0.0002109704699561,0.0002109704675452,0.0002109704686695,0.1106405086876268,0.0813691831740146,0.000210970468578,0.0615480984653169
ATCM45_ip026_e.docx,25.0,ip,2023,First inventory of unintentional persistent organic pollutants emission in Antarctica,Belarus,Science issues,0.0652721090238515,0.0004629629737976,0.0004629629753761,0.0004629629681637,0.0004629629724248,0.0004629629717265,0.1815236069327464,0.0004629629687851,0.0004629629748054,0.000462962973465,0.0004629629758456,0.0644063514505176,0.1816285894063092,0.0004629629706044,0.0004629629697471,0.307608482379723,0.1930793791959275,0.0004629629688531,0.0004629629745951,0.0004629629727346
ATCM45_ip027_e.docx,26.0,ip,2023,The retrospective modeling as an approach to cumulative impacts assessment due to operation of scientific stations in the Antarctic ,Belarus,Enviromental impact assessment(EIA): other EIA matters,0.0351981024385563,0.0005154639275366,0.1171472846343855,0.0005154639228678,0.0005154639260824,0.0005154639301911,0.0005154639285479,0.0005154639242148,0.000515463926823,0.0005154639322257,0.0005154639274988,0.0005154639303069,0.148889672953921,0.0005154639296492,0.000515463923368,0.4622174360128365,0.0005154639357192,0.0005154639267472,0.0005154639289647,0.2288155450395567
ATCM45_ip028_e.docx,27.0,ip,2023,Further Plans of the Year of Polar Prediction in the Southern Hemisphere (YOPP-SH) and Completion of the Polar Prediction Project,WMO,Cooperation with other organization,0.0001026694079416,0.0001026694071046,0.0001026694067065,0.0001026694076889,0.1795382837523993,0.000102669407533,0.5764255621404291,0.0001026694069661,0.0481271670226512,0.0001026694066251,0.0747314025774352,0.0001026694067905,0.0001026694071619,0.0001026694090558,0.0001026694063203,0.0132866789897454,0.0290547740939998,0.0001026694078991,0.0001026694067844,0.0775014291287614
ATCM45_ip028_e.docx,27.0,ip,2023,Further Plans of the Year of Polar Prediction in the Southern Hemisphere (YOPP-SH) and Completion of the Polar Prediction Project,WMO,Science issues,0.0001026694079416,0.0001026694071046,0.0001026694067065,0.0001026694076889,0.1795382837523993,0.000102669407533,0.5764255621404291,0.0001026694069661,0.0481271670226512,0.0001026694066251,0.0747314025774352,0.0001026694067905,0.0001026694071619,0.0001026694090558,0.0001026694063203,0.0132866789897454,0.0290547740939998,0.0001026694078991,0.0001026694067844,0.0775014291287614
ATCM45_ip029_e.docx,28.0,ip,2023,The 4th Basic Plan for the Promotion of Research Activities in Antarctica of the Republic of Korea (2022-2026),Korea (ROK),Science issues,0.0001369863049103,0.0001369863043472,0.0001369863037811,0.0001369863027101,0.160328804540048,0.0605400757780933,0.1188805186380064,0.0726317494981375,0.1106447550227002,0.0001369863052022,0.0001369863041321,0.0001369863032876,0.0251758709549661,0.0132640041823211,0.0001369863036461,0.0477235634519381,0.3893038085894805,0.0001369863038048,0.000136986304455,0.0001369863040316
ATCM45_ip030_e.docx,29.0,ip,2023,"Report on the Replacement of the Cape Shirreff Field Camp, Livingston Island, Antarctica",United States,Enviromental impact assessment(EIA): other EIA matters,0.0002008032176499,0.0002008032193947,0.0002008032183195,0.0002008032181875,0.0002008032153731,0.0002008032171026,0.0002008032170523,0.0090268961158067,0.0002008032176418,0.0002008032169011,0.0002008032154949,0.000200803217123,0.3574148191907237,0.0002008032170709,0.0002008032174938,0.212056363238802,0.0002008032178621,0.0002008032165633,0.0002008032173711,0.418289069978065
ATCM45_ip030_e.docx,29.0,ip,2023,"Report on the Replacement of the Cape Shirreff Field Camp, Livingston Island, Antarctica",United States,Safety and Operations in antarctica,0.0002008032176499,0.0002008032193947,0.0002008032183195,0.0002008032181875,0.0002008032153731,0.0002008032171026,0.0002008032170523,0.0090268961158067,0.0002008032176418,0.0002008032169011,0.0002008032154949,0.000200803217123,0.3574148191907237,0.0002008032170709,0.0002008032174938,0.212056363238802,0.0002008032178621,0.0002008032165633,0.0002008032173711,0.418289069978065
