Author,Topic_Score,Weighted_Degree,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
France,3.6561512033823407,2.7365548537961786,35,0.5384615384615385,0.0038148124432594013,0.5760104302477184,0.17799519768616376
CCAMLR,0.5165619913599031,0.0008211805322472098,4,0.06153846153846154,0.00010960321324245377,0.3734573119188504,0.019137878636828316
United Kingdom,27.368559375607457,12.599086145650796,38,0.5846153846153846,0.005769404379234289,0.6068681318681318,0.18828781574138917
United States,17.760422239265864,3.718018640170636,37,0.5692307692307692,0.0056055362374398555,0.5859416445623342,0.18409136962437536
Belarus,0.8543171145237044,0.0007462686661161,1,0.015384615384615385,0.0,0.298110661268556,0.0040286225785291525
COMNAP,0.8833545079260086,0.11390511626584593,23,0.35384615384615387,0.005702332813545819,0.472008547008547,0.11351477016169118
Australia,15.802651833951625,9.14161137909212,37,0.5692307692307692,0.005013154880836362,0.596221322537112,0.1851105807720434
New Zealand,26.58921056479555,4.551003939339834,33,0.5076923076923077,0.011232319317140079,0.557124842370744,0.1679776969312417
SCAR,8.547007350010722,3.923609801022722,40,0.6153846153846154,0.05654745679625008,0.6293447293447293,0.17742145456941288
Netherlands,4.179605617802721,3.4449304040648974,34,0.5230769230769231,0.005261149471896532,0.5664102564102564,0.17338435504846975
Canada,0.014334005220530426,0.013866093756272374,16,0.24615384615384617,0.0009526233570351219,0.43570019723865877,0.08272279420930609
IHO,0.05718313998648371,0.001265822798474,4,0.06153846153846154,0.0,0.3540064102564102,0.01838128437026378
WMO,0.3479881006122267,0.0074658756574250695,23,0.35384615384615387,0.004046769117527543,0.47865655471289276,0.11828801208395878
Chile,9.050828929421744,3.0290729063381243,40,0.6153846153846154,0.017515139405583,0.6293447293447293,0.18919508741683694
Norway,9.107786299341331,6.819840284023195,34,0.5230769230769231,0.0035380440095451166,0.5664102564102564,0.17317045493311536
Portugal,0.6656538530785455,0.6047182511447096,31,0.47692307692307695,0.002095152876007026,0.5394383394383394,0.16075559449507626
Argentina,7.5299020267025805,5.616242041458429,33,0.5076923076923077,0.008523858093236513,0.5481389578163771,0.1645073940279225
Korea (ROK),2.014760119342161,1.4335158708392428,34,0.5230769230769231,0.002442814605603817,0.5664102564102564,0.17685360668577235
Bulgaria,0.2846499004082612,0.13296611504574574,34,0.5230769230769231,0.0030107800905075175,0.5664102564102564,0.17461398500049188
